sentence,usecase_focus,process_focus,structure_focus
"( . radios Cab all at permanently displayed ‘ Call train staff selected member staff the on based number be functional the determine shall radio the , ’ appropriate party shall ’ have shall call party - multi",False,False,False
The . 2 - 5 figure in outlined is ‘ Railway operation ’ drivers - multi ‘ a going - indication on and ) 10.2 section see ( priority whilst attach procedure ( ( detection Upon ) M,False,False,False
"( . radio Cab the by sent be shall ) automatically or based on for functions train - on additional the 11 of radio Cab the in stored list a ) equipment section ( shall ) 11 section see ( message USSD a , function registration the of activation be sent by the message USSD a , function deregistration the see of Upon ) M",False,False,False
( . radio Cab activation Upon physically to by or device external an by initiated be shall,False,False,False
It . radio Cab the of a member of a the to connected physically equipment for functions installation train On ) M,False,False,False
"( . team maintenance - connected the place sent be shall ) 11 section see ( message USSD a , radio Cab the by the Cab radio take shall procedure This ) M",False,False,False
( at . deregistration or registration the of activation after function ) I,False,False,False
( shall indication visual and audible an successful not is registration If ) M,False,False,False
( . be provided .,False,False,False
"( the or MSISDN the calling by accessible ) be mobile the , registration Upon ) M shall Engine 10.5 see 1 - 5 table see – volume loudspeaker default the of selection automatic the including ) .",False,False,False
"( M ( network mobile a with registered be section shall Cab the , on switch Upon ) radio or Coach number range volume each for possible adjustment of levels five the give 5 to 1 numbers setting .",False,False,False
The default . on switched is MMI the when The selected level defined - pre the is setting automatically ) O,False,False,False
( this maintain to database network home the correlation require,False,False,False
This . associated is it which with shall is . M . provided be to ranges adjustment volume,False,False,False
( three of details provides table following The ) the there Where ) ) 1 : are,False,False,False
These . elements MS - EIRENE different the between interfaces of GSM - MT air 2 ; ) M,False,False,False
( . specifications number GSM conformant and interoperability for mandatory : interface to ) a architecture radio Cab EIRENE ; communications mode direct for ): MT - DM ( Termination Mobile applications : standardised features,False,False,False
The . 1 - 5,False,False,False
Figure . comprises ) ( Interface Machine Man ; GSM outside MMI Mode DM MT for equipment Application EIRENE and MT - GSM of procurement separate for option the allow the Cab radio . V.24 on based interface of types two to specifies MTI FFFIS MORANE [ FFFIS Morane,False,False,False
